Company,Job_title,Location,Salary,Skill,Job_Desc,Links
Pinter PrintCo,Posisi Bidang Purchasing & Procurement Lainnya,"Tangerang, Tangerang, Banten, Indonesia","Rp2,8jt-Rp3,5jt",,"Mereview PR yang masuk dan memastikan kebutuhan perusahaan yang harus dibeli, Membeli bahan Material sesuai request dan budget perusahaan, Mencari vendor dan melakukan perbandingan harga yang terbaik, Mengirimkan PO ke vendor, Memastikan bahwa barang tiba dengan kondisi baik, sesuai dengan permintaan user dan tiba tepat waktu, Menjaga hubungan baik dengan vendor & existing customer",https://glints.com/id/opportunities/jobs/posisi-bidang-purchasing-and-procurement-lainnya/4fb35757-0ca3-41c1-8db0-67b99525312d?utm_referrer=explore
Viuum Eyewere (innovine studio),Sales Optic,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/sales-optic/8d8cc361-bd53-458d-b9d2-44def09ecd6d?utm_referrer=explore
SOZO Skin Clinic / PT Pohon Biru Jaya,SOZO - Beauty Consultant (Bogor),"Bogor Timur, Bogor, Jawa Barat, Indonesia","Rp2,8jt-Rp3,2jt",,"Wanita Pendidikan min SMA/Sederajat, Berpengalaman min 1 tahun dibidang sales/frontliner, Memiliki integritas yang tinggi, Memiliki skill komunikasi yang baik, Bersedia penempatan JABODETABEK, Medan, Makassar, Bandung, Surabaya, Semarang",https://glints.com/id/opportunities/jobs/sozo-beauty-consultant-bogor/c0cb48f2-cf6a-4267-a111-da59bfdefcbb?utm_referrer=explore
YUMICO,Sopir Pengiriman (DRIVER),"Denpasar Timur, Denpasar, Bali, Indonesia",Rp3jt-Rp3jt,"Memiliki Sim A Dan Sim C, Jujur Dan Pekerja Keras, Driver","Pria & wanita maksimal28 tahun, Pendidikan minimal SMA/SMKSEderajat, Memiliki pengalaman sama dalam bidangnya, Berpenampilan menarik; jujur, mampu bekerja dalam tim, Mampu berkomunikasi dengan baik, Tidak sedang kuliah & Single",https://glints.com/id/opportunities/jobs/sopir-pengiriman-driver/4649b596-10d5-41c0-8bc1-99f117ea2bd5?utm_referrer=explore
PT Kami Mitra Indonesia,Sales Promotor Zyrex,"Arcamanik, Bandung, Jawa Barat, Indonesia","Rp2,4jt-Rp3,9jt",,"Standby di store berdasarkan berdasarkan instruksi user, Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Membuat laporan penjualan dan melaporkan kepada atasan",https://glints.com/id/opportunities/jobs/sales-promotor-zyrex/7118a8bd-cea7-4d15-ac6d-5bd0531bc550?utm_referrer=explore
Barn n Bunk,Pramusaji,"Ubud, Kab. Gianyar, Bali, Indonesia",,"Good Attitude, Good Communication Skills, Pelayan / Pramuniaga / Waiter / Server",,https://glints.com/id/opportunities/jobs/pramusaji/87b28251-0f47-4847-8b20-27e420101efb?utm_referrer=explore
Barn n Bunk,Server,"Ubud, Kab. Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/server/85edeab7-304d-4175-8305-a4c1279c68b3?utm_referrer=explore
Barn n Bunk,Runner,"Ubud, Kab. Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/runner/bfbcfc0e-b078-4ef7-9635-a81cda867ca6?utm_referrer=explore
Sekolah Budi Luhur (SMP-SMA-SMK) Kota Tangerang,Guru SMK (Desain Komunikasi Visual),"Karang Tengah, Tangerang, Banten, Indonesia","Rp4jt-Rp4,5jt","saya mampu mengoperasikan software design, Memiliki Kemampuan Komunikasi Yang Baik, mampu mengajar","Membuat perencanaan pembelajaran, Memberikan aktivitas pelajaran dan penilaian kepada siswa, Membuat laporan nilai dan perkembangan siswa, Mengikuti kegiatan akademik maupun non akademik yang diadakan oleh sekolah, Bertanggung jawab atas pemenuhan pengajaran dan pendidikan yang diberikan kepada siswa",https://glints.com/id/opportunities/jobs/guru-smk-desain-komunikasi-visual/35da1ef2-3a36-4e77-9d67-2c35b82000a7?utm_referrer=explore
Pt Wowrack Indonesia,Account Manager,"Genteng, Surabaya, Jawa Timur, Indonesia",,"Customer Relationship Management (CRM), Sales and Marketing, Business-to-Business (B2B)","Market and sell Wowrack brand and sub-brand product, Create opportunity and able to finding leads, Create and delivering daily proposal to client, Basic canvassing, pitching, and presentation to clients, Manage existing customer request and satisfaction, Collaborate with related department in delivering client to product activation",https://glints.com/id/opportunities/jobs/account-manager/feb5c9fc-9776-42c0-a69f-85122e32c787?utm_referrer=explore
INDOCELL BALI,Frontliner,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Jujur, teliti, dan rajin, Berkomunikasi Dengan Baik, ramah dan sopan","Wanita maks. 25 tahun, Minimal pendidikan SMA/SMK, Belum menikah, Jujur, Rajin, Ramah, Supel",https://glints.com/id/opportunities/jobs/frontliner/3287d3ec-158f-480f-bd86-a65d56d91472?utm_referrer=explore
PT Sigma Digital Nusantara,Staf Finance & Audit,"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta, Indonesia","Rp2,2jt-Rp2,7jt","Akuntansi, Finance Accounting, Audit, Jurnal Dan Pembukuan, Finance, Auditing, Membuat Laporan Keuangan",,https://glints.com/id/opportunities/jobs/staf-finance-and-audit/ed3f1ef8-4652-4bdd-b883-9877df29c93b?utm_referrer=explore
PT. BINTANG SEMESTA CAKRAWALA,Host Live Streaming,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia","Rp3,5jt-Rp4jt",,"Dapat berbahasa English dengan baik., Harus bisa mengikuti shift malam ataupun shift yang telah di tentukan oleh perusahaan., Memiliki pengalaman Host Live Streaming are welcome., Berpenampilan rapi, Interaktif dan percaya diri di depan kamera., Paham dengan Fitur marketplace (Shopee, Tokopedia, Lazada, Tiktok)., Mengikuti perkembangan jaman dan trend terkini., Mampu beradaptasi dan berkembang., Tertarik di bidang Skincare perawatan kulit dan kecantikan.",https://glints.com/id/opportunities/jobs/host-live-streaming/f05899c0-2583-4608-a29f-9516f9a6c31a?utm_referrer=explore
PT. PERMATA INDO SEJAHTERA,Account Executive MYR (BEKASI),"Bekasi Barat, Bekasi, Jawa Barat, Indonesia","Rp2,7jt-Rp10jt",,,https://glints.com/id/opportunities/jobs/account-executive-myr-bekasi/c6e67292-6f8b-42f1-ac06-f7bb0f33b5c8?utm_referrer=explore
PT. Indomodal Kreasi Indonesia,Digital Marketing,"Sukmajaya, Depok, Jawa Barat, Indonesia",Rp3jt-Rp5jt,,"Pria/Wanita, Usia Maksimal 30 Tahun, Sehat Jasmani dan Rohani, Pendidikan Minimal SMA/SMK Sederajat, Mampu Bekerja dibawah Tekanan",https://glints.com/id/opportunities/jobs/digital-marketing/7100282c-a0e5-46fa-8c39-b203e9c89947?utm_referrer=explore
Substories,Host Live,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",,,"Percaya diri di depan kamera, Bisa mengoprasikan komputer, Berpenampilan menarik, Usia maksimal 27 tahun, Gaji pokok & Bonus",https://glints.com/id/opportunities/jobs/host-live/e143b215-88ad-418f-8548-d6fe8570bb65?utm_referrer=explore
Kabel Telekom Group,Full Stack Engineer,"Baki, Kab. Sukoharjo, Jawa Tengah, Indonesia",,"Vue.js, Jquery And Javascript, PHP, Laravel Framework, Tailwind CSS","Pendidikan min SMK / D3 / S1 Teknik Informatika, Ilmu Komputer, Sistem Informasi atau bidang terkait lainnya., Freshgraduate di persilahkan melamar, Mengerti dan menguasai Web programing, Mengerti dan menguasai Laravel, Node.js, PHP, Tailwind CSS, MySQL, Menguasai Vue JS *lebih disukai, Kreatif, inovatif, proaktif, bertanggung jawab, mampu berkeja sama dengan tim dan disiplin., Memiliki laptop untuk bekerja (WAJIB), Tekun dan mau belajar hal baru, Bersedia dinas luar kota jika diperlukan",https://glints.com/id/opportunities/jobs/full-stack-engineer/10dc725d-3d64-4b91-b906-c5f2d10c25a4?utm_referrer=explore
Kraft Heinz ABC Indonesia,Sales Capability Development Manager,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",,"Interpersonal Skills, Good Analytical Thinking, Building sales capability development, Route To Market, Project Management Skills, Good Communication Skills, Coaching & Training","Responsible for people capability development strategy (Kraft Heinz and distributors) across GT, MT, and Food Service channels (field sales only)., Develop and implement training programs (on the job and in-class) and establish performance metrics to monitor progress., Build and lead Train-The-Trainers platform in sales., Structure and standardize sales and training process/toolkits (for Kraft Heinz and distributors)",https://glints.com/id/opportunities/jobs/sales-capability-development-manager/1c8cb2cd-5e8e-4848-931f-c1fdcdb37c2f?utm_referrer=explore
PT. INDOBEST ARTHA KREASI,Accounting,"Pinang, Tangerang, Banten, Indonesia",,,,https://glints.com/id/opportunities/jobs/accounting/1fa29711-c40d-4520-82f9-18430872252a?utm_referrer=explore
CITRANET (PT Jembatan Citra Nusantara),Account Executive,"Kartasura, Kab. Sukoharjo, Jawa Tengah, Indonesia","Rp2,5jt-Rp3jt",,"Menawarkan produk-produk layanan kepada orang-orang, Memperluas jaringan dan mencari klien baru, Membangun kepercayaan dan melakukan follow up kepada klien agar mau untuk terus bekerja sama dengan perusahaan, Menjaga kepuasan pelanggan, Menangani keluhan dan melakukan follow up untuk tindak lanjutnya ke tim",https://glints.com/id/opportunities/jobs/account-executive/f61739fe-6f39-4df6-83c4-4419bcc2f49d?utm_referrer=explore
CV CATUR BHAKTI MANDIRI,Operator CAD,"Pedurungan, Semarang, Jawa Tengah, Indonesia","Rp2,5jt-Rp3jt","Corel Draw, Operator Produksi, AutoCAD, Desain Grafis",,https://glints.com/id/opportunities/jobs/operator-cad/76f580cf-8a1c-46df-b17b-a547e0556883?utm_referrer=explore
Kokkakuma,Graphic Designer,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",,,"Boleh Fresh Graduate DKV dan jurusan sejenisntya, Bisa menggunakan aplikasi photoshop, canva, edit video TikTok dan reels Instagram (diutamakan gaya edit yang estetik, lucu, dan ceria), Bisa foto & video produk menggunakan iPhone, Kreatif dan fun, Update dengan tren terkini, Sanggup bekerja sesuai target dan deadline sangat diutamakan",https://glints.com/id/opportunities/jobs/graphic-designer/7da20021-949b-4444-bf2c-e333586241eb?utm_referrer=explore
Taplink Indonesia,Sales Canvasing,"Denpasar Utara, Denpasar, Bali, Indonesia","Rp2,5jt-Rp5jt","Microsoft Powerpoint, Microsoft Excel, Presentation Skills","Memasarkan Taplink ke brand/seller yang growing dan terkenal., Bertanggung jawab untuk membangun, memelihara, memperluas hubungan yang erat dan konstruktif dengan merek/penjual terkenal., Memaksimalkan brand/penjual untuk menggunakan semua fitur Taplink dengan semestinya (termasuk fitur berbayar dan lain-lain)., Bekerja sama dengan tim lain untuk mendukung, menyelesaikan, dan mensukseskan merek dalam menggunakan Taplink., Mengumpulkan feedback dan Insight dari market untuk terus meningkatkan konten dan pengalaman pelanggan., Bekerja sama dengan manajer untuk membangun dan menumbuhkan fondasi yang kuat dari divisi Pengembangan Bisnis.",https://glints.com/id/opportunities/jobs/sales-canvasing/bf74f23e-3b7a-4b7c-b993-06c35acf9b43?utm_referrer=explore
Taplink Indonesia,Sales Canvasing,"Denpasar Timur, Denpasar, Bali, Indonesia","Rp2,5jt-Rp5jt",,"Memasarkan Taplink ke brand/seller yang growing dan terkenal., Bertanggung jawab untuk membangun, memelihara, memperluas hubungan yang erat dan konstruktif dengan merek/penjual terkenal., Memaksimalkan brand/penjual untuk menggunakan semua fitur Taplink dengan semestinya (termasuk fitur berbayar dan lain-lain)., Bekerja sama dengan tim lain untuk mendukung, menyelesaikan, dan mensukseskan merek dalam menggunakan Taplink., Mengumpulkan feedback dan Insight dari market untuk terus meningkatkan konten dan pengalaman pelanggan., Bekerja sama dengan manajer untuk membangun dan menumbuhkan fondasi yang kuat dari divisi Pengembangan Bisnis.",https://glints.com/id/opportunities/jobs/sales-canvasing/1789dec7-56f3-4808-96aa-639b2e64d779?utm_referrer=explore
Bimbingan dan Konsultasi Belajar Nurul Fikri,Guru Bidang Studi Geografi,"Tangerang, Tangerang, Banten, Indonesia",,,,https://glints.com/id/opportunities/jobs/guru-bidang-studi-geografi/31bae208-5d00-4999-97cc-37050a0aa756?utm_referrer=explore
PT. Selalu Sukses Prima,Ecommerce Specialist,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Rp5jt-Rp6jt,,"Responsible for the planning and follow-up online sales activities., Arrange and monitor brand promotions related to platform programs (event, campaign, ads, etc)., Develop company's marketplace., Evaluate monthly transaction data, competitor activity, market characteristics and optimize technology development trends in Marketplace / E-commerce., Online stock monitoring., Coordination with the PIC of the marketplace., Uploading products and updating stock levels for each brand in every E-commerce channel.",https://glints.com/id/opportunities/jobs/ecommerce-specialist/cf12f03b-74af-42c4-afe9-d234a22f435a?utm_referrer=explore
Bimbingan dan Konsultasi Belajar Nurul Fikri,Guru Bimbel Bidang Studi Geografi,"Rawalumbu, Bekasi, Jawa Barat, Indonesia",,"Interactive Teaching, Good Attitude, Good Communication Skills",,https://glints.com/id/opportunities/jobs/guru-bimbel-bidang-studi-geografi/bcf7a9bb-df88-4da7-83ba-ff8992951173?utm_referrer=explore
Mils Technologies,Livestreamer,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,"Rajin Bertanggung Jawab, Berkomunikasi Dengan Baik, Good Selling Skill","Bekerja hanya 4 jam sehari, Mendapatkan Gaji Pokok + Komisi penjualan dari omzet yang dihasilkan",https://glints.com/id/opportunities/jobs/livestreamer/23c977ff-e491-4c6b-b8fa-5de04f62c541?utm_referrer=explore
Bellagreen Skin Care,Social Media Specialist,"Pondok Aren, Tangerang Selatan, Banten, Indonesia","Rp2,5jt-Rp3jt",,"Kreatif, Bisa bekerja dalam tim atau pun individu, Mengerti tentang media sosial, Terampil dalam membuat video menggunakan smarthone, Bisa membuat konten secara sistematis, Memiliki kepribadian yang menyenangkan, Mempunyai growth mindset, Pekerja keras dan tidak drama",https://glints.com/id/opportunities/jobs/social-media-specialist/e9d47015-f5a4-45ae-bf75-ddaa6b50979f?utm_referrer=explore
PT. ARJUNA MULIA LESTARI,Sales,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Rp2jt-Rp5jt,"Komunikatif, Bisa Kerja Team, Bisa naik motor",,https://glints.com/id/opportunities/jobs/sales/3ebf7aeb-6c66-4714-a04c-cb83866c6528?utm_referrer=explore
PT Mica Jaya Pratama,Sales - Marketing (Maklon Kosmetik),"Bandung Kulon, Bandung, Jawa Barat, Indonesia",,"Paham Dengan Kosmetik, Sales, Sales Marketing","Membangun dan menjaga hubungan baik dengan klien, baik klien baru ataupun yang sudah ada untuk bekerjasama yang saling menguntungkan, Melakukan penjualan sesuai dengan target yang telah ditentukan, Membuat rancangan promosi melalui sosial media untuk menarik klien (terutama yang baru), Menawarkan rancangan iklan atau publisitas kepada klient (seperti trend-trend yang ada pada industri kosemetik), Membuat perincian harga referensi atas projek klien (bersama dengan tim)",https://glints.com/id/opportunities/jobs/sales-marketing-maklon-kosmetik/a27e0041-bf49-4749-b7d1-a5e42cc73739?utm_referrer=explore
Cakeplabs,Backend Developer,"Denpasar Timur, Denpasar, Bali, Indonesia",Rp3jt-Rp6jt,,"Screening CV kandidat [3 minggu], Penjadwalan interview kandidat potensial [HR dan Team Project] [1 minggu], Wawancara akhir [Leader] [1 minggu], Pengumuman hasil Wawancara [1 minggu]",https://glints.com/id/opportunities/jobs/backend-developer/9c140a67-7349-4066-950c-2ab55d885746?utm_referrer=explore
Ivory Studio,Staff Keuangan,"Kapanewon Depok, Kab. Sleman, DI Yogyakarta, Indonesia","Rp2,3jt-Rp3,5jt",,,https://glints.com/id/opportunities/jobs/staff-keuangan/4a24ef55-4bcb-4582-aba1-b5e2ab49e176?utm_referrer=explore
Pt. Inovasi Anak Indonesia,Videografer,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",,,"Assist in capturing high-quality video footage for various socmed task (Reels/Tiktok), Edit video content using appropriate software, including cutting, trimming, adding transitions, basic effects, and ensuring seamless visual storytelling, Organize and maintain video files, ensuring they are properly labeled and stored for easy retrieval, Incorporate feedback from Supervisor and make necessary revisions to meet task requirements, Preferably having a 3D video motion skillset",https://glints.com/id/opportunities/jobs/videografer/e9457db3-f6f3-4ef7-8719-4c024942a1b0?utm_referrer=explore
PT Airia Semesta,Teknisi,"Suko Manunggal, Surabaya, Jawa Timur, Indonesia",,"Electrical Maintenance, Teknisi, Mendesign, Tahu Mesin Mobil, Membuat Estimasi",,https://glints.com/id/opportunities/jobs/teknisi/43e51ed8-9b5d-4ca1-94c7-01800f0e4267?utm_referrer=explore
PT. EASYBOOK TEKNOLOGI INDONESIA,Terminal Counter Officer,"Kota Raja, Kupang, Nusa Tenggara Timur, Indonesia",,"English Language, Communication Skills, Project Management, Presentation Skills",,https://glints.com/id/opportunities/jobs/terminal-counter-officer/03c81214-7474-47c6-b0a1-8a567ae8a33e?utm_referrer=explore
Parastar Distrindo,Visual Designer,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia","Rp5jt-Rp5,2jt",,,https://glints.com/id/opportunities/jobs/visual-designer/ffc74c4e-efe0-4f8a-9467-2fb6a5545c71?utm_referrer=explore
PT. Karya Bintang Mandiri,Design Interior,"Gresik, Kab. Gresik, Jawa Timur, Indonesia",,,,https://glints.com/id/opportunities/jobs/design-interior/98aec084-eee0-45ff-b9dc-6f88b8755685?utm_referrer=explore
PT Transporindo Agung Sejahtera,Staff Telemarketing,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/staff-telemarketing/71a88902-d954-4a91-b0cf-dd6727343985?utm_referrer=explore
PT.Karya Terbaik Nusantara (JOWA Restaurant),Sales Restaurant,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia","Rp4,8jt-Rp5,5jt","Good Interpersonal Skills, Good Looking, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales-restaurant/124d4729-827b-439b-948a-31b06658f7ff?utm_referrer=explore
Sharp Point Bali,CUSTOMER SERVICE,"Mengwi, Kab. Badung, Bali, Indonesia",,"Niat bekerja, Good Attitude, Good Communication Skills","Pendidikan terakhir minimal D3/S1, Fresh Graduate Welcome, Pengalaman tidak di utamakan yang penting niat dan mau belajar, Pria/Wanita usia max 30 tahun, Di utamakan yang belum menikah, Berpenampilan menarik/rapi, Mempunyai jiwa marketing, Berkomitmen dan bertanggung jawab dalam hal pekerjaan, Mampu berkomunikasi aktif, Mampu bekeria secara individu maupun team, Mampu menggunakan microsoft Office (word, excel)",https://glints.com/id/opportunities/jobs/customer-service/c24fa488-cf58-4886-85f4-55d7255249a5?utm_referrer=explore
