Job Title,Company,Location,Work Type,Study Requirement,Experience,Skill,Salary,Link
Sopir Pengiriman (DRIVER),YUMICO,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mobile Development,N/A,https://glints.com/id/opportunities/jobs/sopir-pengiriman-driver/4649b596-10d5-41c0-8bc1-99f117ea2bd5?utm_referrer=explore
Security,Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Administrasi gudang,N/A,https://glints.com/id/opportunities/jobs/security/0651bff2-3e94-4bf1-8f1d-4b65fcdefc86?utm_referrer=explore
Karyawan Jaga,Mie JCN,"Waru, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Driver,N/A,https://glints.com/id/opportunities/jobs/karyawan-jaga/0db92368-c651-4b03-b821-d52eaeafe636?utm_referrer=explore
Steward,Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/steward/fd05afbe-e83c-4fdd-8f40-1d16061ce1f9?utm_referrer=explore
Karyawan Jaga,Mie JCN,"Gresik, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Security,N/A,https://glints.com/id/opportunities/jobs/karyawan-jaga/32854eaa-5621-4a7b-a90e-6b31ab2dfeb8?utm_referrer=explore
Kasir,PT SHISHA SUKA BALI,"Kuta, Badung, Bali, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Security Operations,N/A,https://glints.com/id/opportunities/jobs/kasir/67009c41-e099-4e6f-a26b-6d11950e60d1?utm_referrer=explore
Karyawan Jaga,Mie JCN,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Multitasking,N/A,https://glints.com/id/opportunities/jobs/karyawan-jaga/1a913ce4-d30f-49f3-bf25-47668423c43e?utm_referrer=explore
Karyawan Jaga,Mie JCN,"Rungkut, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Memasak,N/A,https://glints.com/id/opportunities/jobs/karyawan-jaga/cbd7aeb6-121d-47d8-b6fc-4854f60b4e11?utm_referrer=explore
DW Waiter/Waitress,Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Steward,N/A,https://glints.com/id/opportunities/jobs/dw-waiter-waitress/4d648f3c-8a6d-4f9b-a576-9d62fe597a74?utm_referrer=explore
DW Cook/Commis,Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,STEWARD,N/A,https://glints.com/id/opportunities/jobs/dw-cook-commis/a9b873f8-c569-46d0-a516-a2d4a38b344b?utm_referrer=explore
Guru Full Time,Elite Kid Course,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Multitasking,N/A,https://glints.com/id/opportunities/jobs/guru-full-time/ceabf859-d833-4738-bf35-1f18a5d620f9?utm_referrer=explore
Guru Part Time,Elite Kid Course,"Denpasar Barat, Denpasar, Bali, Indonesia",Paruh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Memasak,N/A,https://glints.com/id/opportunities/jobs/guru-part-time/2870177c-ad3d-4d70-8cb4-583ddfe25fb2?utm_referrer=explore
Staff Keuangan,Ivory Studio,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,terbiasa bekerja dengan tim,N/A,https://glints.com/id/opportunities/jobs/staff-keuangan/4a24ef55-4bcb-4582-aba1-b5e2ab49e176?utm_referrer=explore
Helper Catering,PT Alton Yogantara Perkasa,"Cikarang Timur, Bekasi, Jawa Barat, Indonesia",Kontrak,Minimal SMP,Kurang dari setahun,Multitasking,N/A,https://glints.com/id/opportunities/jobs/helper-catering/e3eedd5e-779e-4ba8-89c9-1bedaabb8491?utm_referrer=explore
Live Streamer,Dapoer Makmur,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memasak,N/A,https://glints.com/id/opportunities/jobs/live-streamer/add5a4c3-09dd-4520-ad18-bca3ba5c56a3?utm_referrer=explore
Content Creator,Dapoer Makmur,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Multitasking,N/A,https://glints.com/id/opportunities/jobs/content-creator/b3396c1a-cbed-46af-8ebd-78356fe4ea11?utm_referrer=explore
Sales Development Program,PT Salesworks Group Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Memasak,N/A,https://glints.com/id/opportunities/jobs/sales-development-program/102b0cf4-94a5-469b-88e0-9835bc9ea5e3?utm_referrer=explore
Sales Marketing Specialist,Mazaya Cleaning,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Waiter / Waitress,N/A,https://glints.com/id/opportunities/jobs/sales-marketing-specialist/9e5946cc-3e48-4090-9689-57b64c0aa14a?utm_referrer=explore
Staff Dapur,Barn n Bunk,"Gianyar, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Cooking,N/A,https://glints.com/id/opportunities/jobs/staff-dapur/584d0356-83d0-4113-86b7-2e383518cb11?utm_referrer=explore
Pramusaji,Barn n Bunk,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,DW Cook,N/A,https://glints.com/id/opportunities/jobs/pramusaji/87b28251-0f47-4847-8b20-27e420101efb?utm_referrer=explore
Admin Procurement Intern,Banda,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,English,N/A,https://glints.com/id/opportunities/jobs/admin-procurement-intern/c69c76c6-1f91-4910-a8dd-a94e344fdc11?utm_referrer=explore
Server,Barn n Bunk,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Servers,"Rp3jt-Rp3,2jt",https://glints.com/id/opportunities/jobs/server/85edeab7-304d-4175-8305-a4c1279c68b3?utm_referrer=explore
Runner,Barn n Bunk,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,pramusaji/waitress,Rp2jt-Rp2jt,https://glints.com/id/opportunities/jobs/runner/bfbcfc0e-b078-4ef7-9635-a81cda867ca6?utm_referrer=explore
Staff Toko Olahraga,MainBulutangkis,"Benda, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,pramusaji/waitress,"Rp2,5jt",https://glints.com/id/opportunities/jobs/staff-toko-olahraga/352bbbea-e6a3-4092-8691-db79d97fe764?utm_referrer=explore
Sales Promotor,PT. MY Robin Teknologi Indonesia (Bali),"Gubeng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mengoprasikan Komputer,"Rp2,3jt-Rp2,3jt",https://glints.com/id/opportunities/jobs/sales-promotor/c3602e8d-fc27-4ce0-bc5f-a4cb78afbe1e?utm_referrer=explore
INTERN GRAPHIC DESIGNER/SOCIAL MEDIA DESIGNER,PT MANUSIA MASA DEPAN (AI:CONIC),"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Penjualan Dan Pemasaran,"Rp2,3jt-Rp3jt",https://glints.com/id/opportunities/jobs/intern-graphic-designer-social-media-designer/fe5c445d-0cd5-4dc5-a283-2f6f257d9f95?utm_referrer=explore
Sales Relationship Officer,Pt. Vic Indonesia,"Gubeng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Fluent In Social Media,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/sales-relationship-officer/ab271362-386d-46c4-b972-303d2343dc60?utm_referrer=explore
Sales Promotion Girl,BALITAKITA,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,Rp1jt-Rp2jt,https://glints.com/id/opportunities/jobs/sales-promotion-girl/fffb3e11-7e8b-4384-9754-ac12336ea5fa?utm_referrer=explore
Gardener & Tukang Kebun,Secana Beachtown Bali,"Kuta, Badung, Bali, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,English,"Rp2,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/gardener-and-tukang-kebun/a92edc2d-5498-4a7b-a2a7-78b9330c194d?utm_referrer=explore
Agent Logistic Airport Ngurah Rai - Bali,Javamifi,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Target Oriented,"Rp1,6jt-Rp2,1jt",https://glints.com/id/opportunities/jobs/agent-logistic-airport-ngurah-rai-bali/affa6d07-e80b-465b-a0ba-147b46c041f7?utm_referrer=explore
REMEDIAL OFFICER CIREBON,PT Sejahtera Mitra Solusi,"Kejaksan, Cirebon, Jawa Barat, Indonesia",Kontrak,Minimal Diploma (D1 - D4),Kurang dari setahun,Merawat Tanaman,Rp2jt,https://glints.com/id/opportunities/jobs/remedial-officer-cirebon/f586d271-a27c-4f0f-abe1-b29ca90b6c16?utm_referrer=explore
CREDIT MARKETING OFFICER SYARIAH TULUNGAGUNG,PT MANDIRI UTAMA FINANCE BLITAR,"Tulungagung, Tulungagung, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Mampu berkomunikasi dengan bahasa Indonesia maupun dengan bahsa Inggris dengan baik,"Rp1,6jt-Rp2,1jt",https://glints.com/id/opportunities/jobs/credit-marketing-officer-syariah-tulungagung/3aeb135a-fba0-4511-9e4d-331e4868140b?utm_referrer=explore
Sales Associate,PT. Sembilan Ohm Sembilan,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Negotiation,N/A,https://glints.com/id/opportunities/jobs/sales-associate/0f7a4e13-3b6e-444d-9397-42114895c156?utm_referrer=explore
ME Engineering,Persada Puri Tama,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Public Speaking,N/A,https://glints.com/id/opportunities/jobs/me-engineering/862d7f7c-4ef9-4639-a2dc-9c68eb698fb0?utm_referrer=explore
Sales Online,Cv Sinarfood Healthindo,"Grogol, Sukoharjo, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/sales-online/639bef50-4414-45d0-b791-85d12194f657?utm_referrer=explore
Sales Marketing Staff,Persada Puri Tama,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Surveyor,N/A,https://glints.com/id/opportunities/jobs/sales-marketing-staff/2d5ed016-5b84-4118-9f5b-7c654e938ede?utm_referrer=explore
Enggineer,The Pesaren Ubud,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Well Groomed,N/A,https://glints.com/id/opportunities/jobs/enggineer/ffb723b3-976b-4ac5-ae4d-cb95854b63fe?utm_referrer=explore
SPG Bandung,PT. Dachin Etech Global,"Cicendo, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Good Interpersonal Skills,N/A,https://glints.com/id/opportunities/jobs/spg-bandung/4a6e8c6e-b519-4a0a-970f-7756c242750b?utm_referrer=explore
Admin Marketplace,PT Karya Mas Makmur,"Rungkut, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,ME Engineering,N/A,https://glints.com/id/opportunities/jobs/admin-marketplace/4efa5eed-2f00-4186-a9a0-e25d557d1331?utm_referrer=explore
Teknisi Mesin EDC,PT Qualita Indonesia,"Wamena, Jayawijaya, Papua Pegunungan, Indonesia",Paruh Waktu,Minimal SMP,Kurang dari setahun,Mechanical Engineering,N/A,https://glints.com/id/opportunities/jobs/teknisi-mesin-edc/5a2cb91f-8dec-4c85-b099-3034b4d5061f?utm_referrer=explore
Content Creator,PT Smoot Motor Indonesia,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Kontrak,Minimal Sarjana (S1),Kurang dari setahun,Kreatif Dan Inovatif,N/A,https://glints.com/id/opportunities/jobs/content-creator/fbc8a4a1-1b6b-478e-af88-f3b71fd104b2?utm_referrer=explore
Credit Marketing Officer,PT Manu ,"Kesambi, Cirebon, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Property,N/A,https://glints.com/id/opportunities/jobs/credit-marketing-officer/51257085-41bd-4344-9b2e-730d3977790d?utm_referrer=explore
Staff Telemarketing,PT FVS ARTHADARMA INDONESIA,"Bandung Kidul, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Marketing,N/A,https://glints.com/id/opportunities/jobs/staff-telemarketing/374952fc-623f-4eb6-9056-00435b5c4cd4?utm_referrer=explore
Crew Outlet - Cbg MOG,Pentol Gila,"Klojen, Malang, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Teknik Listrik,N/A,https://glints.com/id/opportunities/jobs/crew-outlet-cbg-mog/21bbf1ab-1eea-4117-9150-d05a9d9c8560?utm_referrer=explore
Live Streaming Operation Intern,Pasar Kreatif Digital,"Pagedangan, Tangerang, Banten, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Teknik Mesin,N/A,https://glints.com/id/opportunities/jobs/live-streaming-operation-intern/b0881457-d841-49ad-bcbb-36fb2f8b2305?utm_referrer=explore
Site Supervisor/Pengawas Lapangan,PT. Thonnindo Isiarta Konstruksi,"Bahodopi, Morowali, Sulawesi Tengah, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Penjualan Dan Pemasaran,N/A,https://glints.com/id/opportunities/jobs/site-supervisor-pengawas-lapangan/6e6b19de-4adf-4d5c-9d95-164f3f27861c?utm_referrer=explore
Sales Executive,Wadja Group,"Kapanewon Gedangsari, Gunungkidul, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,"Bertanggung jawab, mau belajar",N/A,https://glints.com/id/opportunities/jobs/sales-executive/2bc3e817-5d61-417f-b61b-6d3010df7175?utm_referrer=explore
Crew Outlet,Pentol Gila,"Wonokromo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Perawatan & Perbaikan,N/A,https://glints.com/id/opportunities/jobs/crew-outlet/f7e11079-91ea-4a7b-9231-1db8ed1f0cb1?utm_referrer=explore
Rekam Medis,PT Indo Medika Sukses,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Content Creation,N/A,https://glints.com/id/opportunities/jobs/rekam-medis/ad83badb-434a-422a-aaa9-8ec28503475e?utm_referrer=explore
Drafter Interior,Interlude Design,"Kelapa Dua, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Responsibility,N/A,https://glints.com/id/opportunities/jobs/drafter-interior/ee824a35-0d92-4299-acd8-e0d809c9d75e?utm_referrer=explore
Intern Talent & Host Live Streamer,Javamifi,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Presentations,N/A,https://glints.com/id/opportunities/jobs/intern-talent-and-host-live-streamer/6ae3cc5c-42ab-43b0-9bfb-207a5513ed73?utm_referrer=explore
Drafter Arsitek,Interlude Design,"Kelapa Dua, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Arsitektur,"Rp1,6jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/drafter-arsitek/c27280a0-a33d-41a7-b8ab-409d595e4a53?utm_referrer=explore
Application Developer,Mostrans Global Digilog,"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,AutoCAD,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/application-developer/00ac2b22-ddb3-419b-9ba0-e853f3f3424b?utm_referrer=explore
Jr Trainer,PT Green Energi Utama,"Singosari, Malang, Jawa Timur, Indonesia",Paruh Waktu,Minimal Sarjana (S1),Kurang dari setahun,ReactJS,"Rp4,7jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/jr-trainer/1c834f54-f2fa-4df9-9815-f2ec02da76ee?utm_referrer=explore
Kasir,Si Kocak Indonesia,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,nodejs,Rp1jt-Rp6jt,https://glints.com/id/opportunities/jobs/kasir/c47d4b96-9e04-422d-b103-c75d92f68e71?utm_referrer=explore
Server,Si Kocak Indonesia,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Human Resource Planning,"Rp2,8jt-Rp3jt",https://glints.com/id/opportunities/jobs/server/0670b02c-0556-4609-b493-96a9f261e1ca?utm_referrer=explore
Photo Editor Day Shift- Yogyakarta,Mindreach Consulting,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Cashier,"Rp2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/photo-editor-day-shift-yogyakarta/aa63e0fe-eaf1-4834-9b8c-3c2e119265d0?utm_referrer=explore
Service Delivery Engineer,Aegin Prima Solusi,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Good Communication Skills,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/service-delivery-engineer/b599312a-ea3f-4d62-9a25-45652fe860e2?utm_referrer=explore
Steward,The Duck King,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Servers,"Rp2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/steward/29306d7a-edad-4cbd-97dd-72fea6d32c16?utm_referrer=explore
Sales,PT. SiBalec,"Malalayang, Manado, Sulawesi Utara, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Good Communication Skills,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/sales/c29a9ad3-ca26-4960-ae37-467844d16f71?utm_referrer=explore
Kasir Resto,Bobaku Indonesia,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Photo Editing,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/kasir-resto/edcea5d0-3dfb-459c-95ab-e6b4e2134583?utm_referrer=explore
Barista,Ropopang Surabaya,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Basic Photo Editing,N/A,https://glints.com/id/opportunities/jobs/barista/c04f32ae-7e03-42a6-b8b9-29127e2404f0?utm_referrer=explore
Kitchen,Ropopang Surabaya,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Data Analysis,N/A,https://glints.com/id/opportunities/jobs/kitchen/83ea1656-b531-4c07-8da3-2c082f4e556e?utm_referrer=explore
Waiters,Ropopang Surabaya,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Unix/linux Server,N/A,https://glints.com/id/opportunities/jobs/waiters/a8ee4890-62b9-4cc3-820e-493135f495de?utm_referrer=explore
Kasir,Ropopang Surabaya,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,disiplin dan bertanggung jawab,N/A,https://glints.com/id/opportunities/jobs/kasir/1423c425-7d61-43e1-8ff5-e204b953d55d?utm_referrer=explore
Purchasing,Ropopang Surabaya,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Bersedia Kerja Target,N/A,https://glints.com/id/opportunities/jobs/purchasing/cb9491e0-d1ef-4e40-9e50-5157c40f7b4c?utm_referrer=explore
Juru Masak,Mie JCN,"Waru, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Good Communication Skills,N/A,https://glints.com/id/opportunities/jobs/juru-masak/1445dd2e-544f-4ecd-a97b-92d6ec07ed50?utm_referrer=explore
Terminal Counter Officer,PT. EASYBOOK TEKNOLOGI INDONESIA,"Kota Raja, Kupang, Nusa Tenggara Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/terminal-counter-officer/03c81214-7474-47c6-b0a1-8a567ae8a33e?utm_referrer=explore
Nail Technician,Dazzle n Delight Jakarta,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/nail-technician/0f523158-670f-4f84-a626-8c7e46d80865?utm_referrer=explore
Sales Promotion Girl,PT Berkah Lancar Abaditama,"Taman, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl/99dabe50-98e1-4e4c-9d92-374ee57bae90?utm_referrer=explore
Social Media Officer (Internship),Idein Branding & Advertising,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/social-media-officer-internship/354914c4-8576-43be-8823-a12ec2b12bc7?utm_referrer=explore
Host Live streamer TIKTOK/SHOPEE,TOKO ACC HAPE,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/host-live-streamer-tiktok-shopee/c083c3f1-ef6b-4fdf-b678-1a4967035199?utm_referrer=explore
Posisi Bidang Purchasing & Procurement Lainnya,Pinter PrintCo,"Tangerang, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Multitasking,N/A,https://glints.com/id/opportunities/jobs/posisi-bidang-purchasing-and-procurement-lainnya/4fb35757-0ca3-41c1-8db0-67b99525312d?utm_referrer=explore
Sales Marketing,PT. Indonesia Bakery Family (AOKA) - BALI,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memasak,N/A,https://glints.com/id/opportunities/jobs/sales-marketing/8f6af538-8571-4836-9841-f34d37735f51?utm_referrer=explore
Marketing Executive,FIFGROUP CABANG KUTA,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,English Language,N/A,https://glints.com/id/opportunities/jobs/marketing-executive/795cc762-766c-49f2-9cdb-635ccb97ffa5?utm_referrer=explore
Desain Grafis,Katsudoto,"Medan Sunggal, Medan, Sumatera Utara, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Nail Treatments,N/A,https://glints.com/id/opportunities/jobs/desain-grafis/908f0e37-4c25-4ff9-a3b1-b36ce050fd24?utm_referrer=explore
Waitress,BAAS BALI,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Marketing,N/A,https://glints.com/id/opportunities/jobs/waitress/8d39461a-775c-43cc-908f-6f9c9ada3fa1?utm_referrer=explore
Sales Trainee,The Compass Rose Ubud,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Instagram,N/A,https://glints.com/id/opportunities/jobs/sales-trainee/6717eb2a-1bc6-411c-835e-a2d9afa56e78?utm_referrer=explore
Waiter,BAAS BALI,"Mengwi, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Hardworking,N/A,https://glints.com/id/opportunities/jobs/waiter/fb54bf9c-9cad-4f12-a4d1-e939bf286685?utm_referrer=explore
Concierge/Butler,The Compass Rose Ubud,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Host Live Steam,N/A,https://glints.com/id/opportunities/jobs/concierge-butler/0970bd6f-3c2b-4283-8cb4-0cea50ef6528?utm_referrer=explore
Category Operations Manager,The Compass Rose Ubud,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Quality Control,N/A,https://glints.com/id/opportunities/jobs/category-operations-manager/3ddeceb5-b260-46b2-a4f1-1ec7d1a55f3a?utm_referrer=explore
Frontliner,GOS Indoraya Bali,"Kemantren Kotagede, Yogyakarta, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Komputer Ms Office,"Rp2,1jt-Rp2,3jt",https://glints.com/id/opportunities/jobs/frontliner/b5111de9-c86d-4041-9135-645c2c505f8d?utm_referrer=explore
Asisten Apoteker,PT. Sehat Makmur Rejeki Berlimpah (Klinik Utama Sejiwaku),"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Berkomitmen,"Rp1,5jt-Rp1,5jt",https://glints.com/id/opportunities/jobs/asisten-apoteker/141e6e5f-73d0-4cd1-8941-e9392c0fdd17?utm_referrer=explore
COURIER / KURIR,Indimette,"Mengwi, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Multitasking,"Rp4,9jt",https://glints.com/id/opportunities/jobs/courier-kurir/65c5035b-9baa-4d91-958c-eda7c9e4edf5?utm_referrer=explore
Bidan & Perawat Therapis,Biarose Baby Spa Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ability In English,"Rp2,3jt-Rp7jt",https://glints.com/id/opportunities/jobs/bidan-and-perawat-therapis/4176e566-8ca3-4cb6-a348-887f85a25378?utm_referrer=explore
Video Editor Internship,Relife Property,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Kebidanan,"Rp2,4jt-Rp3,9jt",https://glints.com/id/opportunities/jobs/video-editor-internship/8c108fa2-f03f-4080-8321-ac739e6ce886?utm_referrer=explore
MARKETING PERBANKAN,PT Maha Sentral Sejati Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Ilmu keperawatan,N/A,https://glints.com/id/opportunities/jobs/marketing-perbankan/5689c870-a04e-4271-8c1b-d6df167aa087?utm_referrer=explore
